country_i,country_j,part2gr_i,part2gr_j,part6gr_i,part6gr_j,d_subtypes,d_flights,d_T,d_RH,season_sync
Albania,El Salvador,0,1,0,3,48.7296270366973,,18.6005249023437,1.44918060302734,B_partially
Albania,Estonia,0,0,0,0,23.6422362978055,,12.04833984375,19.5381851196289,A_synchronized
Albania,Finland,0,0,0,0,32.6862643155269,,12.8541905927689,22.1358972666132,A_synchronized
Albania,France,0,0,0,0,22.8514777939432,,3.20622954341872,12.6591749063666,A_synchronized
Albania,French Guiana,0,1,0,1,36.1914899885424,,16.3212890625,15.4103775024414,B_partially
Albania,Germany,0,0,0,0,22.912486795133,,6.30811040634842,14.7482618025583,A_synchronized
Albania,Ghana,0,1,0,1,35.841240375593,,17.1523361883301,12.3831086900792,B_partially
Albania,Greece,0,0,0,0,23.4835428154841,,0.337829554216,6.60567365345662,A_synchronized
Albania,Guatemala,0,1,0,1,38.2906776754644,,18.6858215332031,7.19658660888672,B_partially
Albania,Honduras,0,1,0,1,43.7230504730117,,17.5226386316859,11.0241374073387,B_partially
Albania,Hungary,0,0,0,0,25.0298849671901,,7.14465332031261,13.2053756713867,A_synchronized
Albania,Iceland,0,0,0,0,26.8037278964495,,7.65158081054693,12.9795913696289,A_synchronized
Albania,India,0,1,0,1,32.368506548628,,18.0963484581606,1.69303260775015,B_partially
Albania,Indonesia,0,1,0,1,33.3441433250541,,17.2516230580339,13.398761634372,B_partially
Albania,Iran (Islamic Republic of),0,0,0,2,31.2006496660498,,15.4928141193279,23.7114873846899,B_partially
Albania,Ireland,0,0,0,0,21.3796729539491,,3.36682128906261,16.73974609375,A_synchronized
Albania,Israel,0,0,0,0,28.2597347651077,,4.99369722095059,2.30619299242103,A_synchronized
Albania,Italy,0,0,0,0,19.9142985658193,,1.12718830599738,6.33107731273618,A_synchronized
Albania,Japan,0,1,0,4,30.6898528517571,,4.51126197131839,6.33281680968864,A_synchronized
Albania,Jordan,0,0,0,2,26.4397117387612,,13.3441532240152,10.9492572104033,B_partially
Albania,Kazakhstan,0,1,0,1,31.9196936085744,,11.4143102848307,6.28284594031989,A_synchronized
Albania,Lao People's Democratic Republic,0,1,0,1,34.4159691394558,,17.9950561523437,4.84752655029297,B_partially
Albania,Latvia,0,0,0,0,26.4444428527669,,11.65087890625,18.7023468017578,A_synchronized
Albania,Lithuania,0,0,0,0,35.3536195815027,,12.0858459472657,21.2914123535156,A_synchronized
Albania,Luxembourg,0,0,0,0,26.4312270556053,,5.33731079101568,17.677734375,A_synchronized
Albania,Madagascar,0,1,0,1,41.2118655373316,,15.8607059977207,8.67132554820617,B_partially
Albania,Mexico,0,1,0,3,43.945562358805,,16.998095072427,5.06040358261755,B_partially
Albania,Mongolia,0,1,0,4,34.3400223633479,,15.7354736328126,12.0835952758789,A_synchronized
Albania,Netherlands (Kingdom of the),0,0,0,0,25.3825796190428,,5.15150376430142,15.2677759174581,A_synchronized
Albania,New Zealand,0,1,0,1,41.1025053514197,,1.84495979066867,9.67571174540711,C_opposite
Albania,Nicaragua,0,1,0,3,52.275101529561,,18.0523681640624,0.417579650878906,B_partially
Albania,Norway,0,0,0,0,26.3765296380152,,9.75585937500011,20.1513671875,A_synchronized
Albania,Oman,0,1,0,1,30.8415498600402,,19.5389699615316,12.5357736033316,B_partially
Albania,Paraguay,0,1,0,1,47.2294240754675,,9.33576251968458,2.36522556461283,C_opposite
Albania,Peru,0,1,0,1,33.209087861993,,12.0488328998144,13.0670499035725,B_partially
Albania,Philippines,0,1,0,1,36.3851230730625,,17.3931160686832,11.4238443044159,B_partially
Albania,Portugal,0,0,0,0,23.1526068094592,,2.00120832264469,6.56242793249403,A_synchronized
Albania,Qatar,0,1,0,5,57.2722933653795,,18.8813171386719,14.2353477478027,B_partially
Albania,Republic of Korea,0,1,0,4,26.5436502484196,,9.56811468029713,11.6464063510731,A_synchronized
Albania,Romania,0,0,0,0,24.5859775864298,,7.91456057327508,13.3524493787341,A_synchronized
Albania,Russian Federation,0,0,0,0,29.7709897995937,,16.7789932819705,18.7674369235362,A_synchronized
Albania,Senegal,0,1,0,1,40.2503960339528,,14.5952893170388,2.15648779172163,B_partially
Albania,Serbia,0,0,0,0,13.2721770418076,,6.06213378906261,9.00849914550781,A_synchronized
Albania,Singapore,0,1,0,1,33.2338263653985,,17.4247436523437,13.8280029296875,B_partially
Albania,Slovakia,0,0,0,0,28.3113363151162,,6.98614501953131,12.0509796142578,A_synchronized
Albania,Slovenia,0,0,0,0,24.5946022728206,,4.43154907226568,13.66796875,A_synchronized
Albania,South Africa,0,1,0,1,41.4843691421379,,10.8486080781839,15.0609390584995,C_opposite
Albania,Spain,0,0,0,0,21.0583213288573,,1.74295810512672,2.81599783573941,A_synchronized
Albania,Sri Lanka,0,1,0,1,34.1398509645648,,17.126220703125,13.8437805175781,B_partially
Albania,Sweden,0,0,0,0,26.2507608485204,,9.43891070744002,17.8016877989976,A_synchronized
Albania,Switzerland,0,0,0,0,21.053691242492,,3.27634385105569,11.5848520249599,A_synchronized
Albania,Thailand,0,1,0,1,31.3702584559848,,18.2455419474141,5.09687420598964,B_partially
Albania,Tunisia,0,0,0,2,29.9200673893876,,2.69295331536461,0.543649167600265,A_synchronized
Albania,Türkiye,0,0,0,2,32.1288986047782,,0.872355696675811,6.49867554169138,A_synchronized
Albania,Ukraine,0,0,0,2,30.284575164032,,10.9722482287378,17.2287360836018,A_synchronized
Albania,United Kingdom,0,0,0,0,24.3524981710747,,4.08641759604603,16.7217906887492,A_synchronized
Albania,United Republic of Tanzania,0,1,0,1,39.8821554406145,,17.1557330298487,9.47590685094313,B_partially
Albania,United States of America,0,1,0,4,36.5556532827653,,2.18708828755251,2.34161756531049,A_synchronized
Albania,Viet Nam,0,1,0,1,39.1653204722591,,16.3931091709589,11.4931897530426,B_partially
Argentina,Australia,1,1,3,1,24.5452985802609,,0.126767338130207,0.573139405087915,A_synchronized
Argentina,Austria,1,0,3,0,33.6552092056022,,10.0093097967034,10.1105840421978,C_opposite
Argentina,Bangladesh,1,1,3,1,22.039503870056,,12.6661322712081,4.79985776257725,B_partially
Argentina,Belarus,1,0,3,0,34.4146039710857,,16.1301420921829,20.7617188627348,C_opposite
Argentina,Belgium,1,0,3,0,35.0543822355143,,8.70315194551188,14.7491048822954,C_opposite
Argentina,Bolivia (Plurinational State of),1,1,3,1,25.9154687158299,,11.9807669456521,2.90782766383381,B_partially
Argentina,Brazil,1,1,3,1,18.7950024627148,,11.7316087169846,7.5119877263699,B_partially
Argentina,Bulgaria,1,0,3,0,37.6885005490572,,7.52177225670971,7.6435003940999,C_opposite
Argentina,Cambodia,1,1,3,1,21.4668285837787,,14.548398943531,3.41379906905325,B_partially
Argentina,Cameroon,1,1,3,1,24.595688327761,,13.9279875603286,13.7717776852207,B_partially
Argentina,Canada,1,1,3,4,22.3440448185006,,16.6474813076055,5.96641057362122,C_opposite
Argentina,Chile,1,1,3,3,16.1534914146931,,1.92632249498269,0.0075750298392876,A_synchronized
Argentina,China,1,1,3,4,23.3405294013956,,4.38851111396241,2.04294978106789,B_partially
Argentina,"China, Hong Kong SAR",1,1,3,4,22.697081567351,,9.58032033024978,12.2471730924908,B_partially
Argentina,Colombia,1,1,3,1,16.0703391469479,,13.3039079374993,13.4439324450387,B_partially
Argentina,Costa Rica,1,1,3,3,16.8317293603532,,14.0559049018641,19.5381522442441,B_partially
Argentina,Croatia,1,0,3,0,41.475739076109,,9.35138132990647,10.5664479948345,C_opposite
Argentina,Cuba,1,1,3,1,18.3536097598602,,12.37828982236,5.39259023411015,B_partially
Argentina,Czechia,1,0,3,0,27.2062943663,,10.4097259921173,11.967504942722,C_opposite
Argentina,Côte d’Ivoire,1,1,3,1,22.9923878275941,,12.661251769597,16.3508391654352,B_partially
Argentina,Denmark,1,0,3,0,29.5898475488162,,11.5130024236565,17.2875402189556,C_opposite
Argentina,Ecuador,1,1,3,1,25.3758812205263,,11.4187216322773,11.5966955885213,B_partially
Argentina,Egypt,1,0,3,0,33.9889162618546,,1.66731379750803,14.4970311927449,C_opposite
Argentina,El Salvador,1,1,3,3,19.7901782741867,,14.9521770197029,0.38935448897513,B_partially
Argentina,Estonia,1,0,3,0,38.8721183680566,,15.6966877263908,18.4783590055767,C_opposite
Argentina,Finland,1,0,3,0,32.0583894743934,,16.5025384754097,21.0760711525609,C_opposite
Argentina,France,1,0,3,0,29.303629017007,,6.85457742605951,11.5993487923144,C_opposite
Argentina,French Guiana,1,1,3,1,24.5505616129768,,12.6729411798592,14.3505513883892,B_partially
Argentina,Germany,1,0,3,0,32.6662020656379,,9.95645828898921,13.6884356885061,C_opposite
Argentina,Ghana,1,1,3,1,28.3086430452611,,13.5039883056893,11.323282576027,B_partially
Argentina,Greece,1,0,3,0,36.4691012328465,,3.31051832842479,5.54584753940441,C_opposite
Argentina,Guatemala,1,1,3,1,21.3969644670215,,15.0374736505623,6.13676049483451,B_partially
Argentina,Honduras,1,1,3,1,18.2649433724595,,13.8742907490451,9.96431129328649,B_partially
Argentina,Hungary,1,0,3,0,32.4626526197364,,10.7930012029534,12.1455495573345,C_opposite
Argentina,Iceland,1,0,3,0,28.4761466864729,,11.2999286931877,11.9197652555767,C_opposite
Argentina,India,1,1,3,1,27.7505356126945,,14.4480005755198,2.75285872180237,B_partially
Argentina,Indonesia,1,1,3,1,21.3565143704951,,13.6032751753931,12.3389355203198,B_partially
Argentina,Iran (Islamic Republic of),1,0,3,2,36.0829498706175,,11.8444662366871,24.7713134987421,B_partially
Argentina,Ireland,1,0,3,0,30.2578202023198,,7.01516917170341,15.6799199796978,C_opposite
Argentina,Israel,1,0,3,0,34.8145865637299,,1.3453493383098,3.36601910647325,C_opposite
Argentina,Italy,1,0,3,0,34.2736894966518,,4.77553618863817,5.27125119868397,C_opposite
Argentina,Japan,1,1,3,4,28.6187890176315,,8.15960985395918,7.39264292374085,C_opposite
Argentina,Jordan,1,0,3,2,36.4480766307473,,9.69580534137441,12.0090833244556,B_partially
Argentina,Kazakhstan,1,1,3,1,26.5798056469402,,15.0626581674715,5.22301982626767,C_opposite
Argentina,Lao People's Democratic Republic,1,1,3,1,21.509903202259,,14.3467082697029,3.78770043624075,B_partially
Argentina,Latvia,1,0,3,0,34.5638453951483,,15.2992267888908,17.6425206877056,C_opposite
Argentina,Lithuania,1,0,3,0,37.7342724157842,,15.7341938299065,20.2315862394634,C_opposite
Argentina,Luxembourg,1,0,3,0,36.358480283633,,8.98565867365647,16.6179082609478,C_opposite
Argentina,Madagascar,1,1,3,1,21.2240145288697,,12.2123581150799,7.61149943415396,B_partially
Argentina,Mexico,1,1,3,3,16.3449986844184,,13.3497471897862,6.12022969666976,B_partially
Argentina,Mongolia,1,1,3,4,42.2067399669433,,19.3838215154534,11.0237691618267,C_opposite
Argentina,Netherlands (Kingdom of the),1,0,3,0,29.4104595474542,,8.79985164694222,14.2079498034059,C_opposite
Argentina,New Zealand,1,1,3,1,32.5792516883866,,1.80338809197212,8.6158856313549,A_synchronized
Argentina,Nicaragua,1,1,3,3,31.1208701994523,,14.4040202814216,0.642246463173308,B_partially
Argentina,Norway,1,0,3,0,25.6972883924201,,13.4042072576409,19.0915410734478,C_opposite
Argentina,Oman,1,1,3,1,23.6071336145834,,15.8906220788908,13.5955997173838,B_partially
Argentina,Paraguay,1,1,3,1,17.8431266589734,,5.68741463704379,1.30539945056061,A_synchronized
Argentina,Peru,1,1,3,1,19.2688380753768,,8.40048501717359,12.0072237895203,B_partially
Argentina,Philippines,1,1,3,1,22.3907721085753,,13.7447681860424,10.3640181903637,B_partially
Argentina,Portugal,1,0,3,0,32.2016646555896,,1.64713955999611,5.50260181844182,C_opposite
Argentina,Qatar,1,1,3,5,45.8576700057389,,15.2329692560311,15.2951738618549,B_partially
Argentina,Republic of Korea,1,1,3,4,29.9697506245892,,13.2164625629379,12.7062324651253,C_opposite
Argentina,Romania,1,0,3,0,34.2627416359506,,11.5629084559159,12.2926232646819,C_opposite
Argentina,Russian Federation,1,0,3,0,27.0995269433833,,20.4273411646113,17.707610809484,C_opposite
